prompt,gen_title,gen_body,sim_top1,sim_top5_mean,novelty,nn_title,nn_excerpt
푸른 파도,푸른 파도,"초록색의 달빛이
푸른 바람이 되어 그리운 마음들을 안고 있는
마음속 그리움으로 가득 찬 곳에 서있는
순수의 시간 속으로 달려가는
가을의 별빛은
별과 바람과 함께하고 있습니다.
그렇게 아름다운 날에요
고요함의 언덕이여야 할 곳은
어제의 정오의 기도문 안에 있습니다
그리움의 고요를
나비의 마음에 묻어둔 것
풀잎들의 마음이 되어
강물의 눈물로 만들어 낸
나무들이
그래서 느티나무에 있는
초록색 그림처럼
아름다움이 듬성듬성이 된",0.916874349117279,0.9056879281997681,0.08312565088272095,이렇게 이슬비 언덕에도,나무들의 고요함 느낌을 서로의 이슬비를 꺼내 아지랑이처럼 모락모락 피어나고 애태움의 그림들이 마음속에 가지고 있는 오랜 기다림을 분홍빛 색연필이 싱그럽게 그려내는 별과 바람이 되어 꽃들의 창가에 고운 새들처럼 속삭이…
차가운 미소,차가운 미소,"온기가 남아 있기에
얼음을 녹여도
눈을 감는다..
이제까지와는 다른, 새로운 희망의 씨앗으로
기다림의 연속으로
나뭇잎처럼 흩어지는
고요함이 있음을
그리움이라는 기다림이 알고 있습니다.
그렇게 새들이 노래하는 모습
하얀 꿈들은
하나둘씩 모여드는 빛남을 볼 수 있는
산실 같이 깊은 숲의 느낌들
작은 초록색의 별빛은
순수의 마음을 심어줄 수 있도록
바람의 순간마다
나비들의 그리움을 만들어
꿈을 찾아가는 길과
어느 곳에 가",0.9021316766738892,0.8989148139953613,0.09786832332611084,노래가 건설한 꿈이라는 소리의 성벽과 그림 속에,달빛만 비쳐도 반딧불을 보내 연초록의 시간을 실어오고 나비들의 아침이 되어 바라보는 마음의 속삭임들이 들려주는 산책 같은 그리움의 기다림 속에 보이는 그 아름다움의 세계는 밤과 낮이 없고 오직 봄이라는 숲이 있어. …
햇살 파도,햇살 파도,"가을비 맞으며
파도소리 따라 웃고 떠들며
내 맘을 감싸주는
봄기운과 더불어 봄빛으로 피어나는
소낙비와 같은 향기
시원한 바람이 불어오면
아름다움이 빚어내는
이제 봄은
세상 모든 것 위에 놓인
봄처럼 아름답지만
가을의 시작점이었던
별들의 아침 하늘
그렇게 그리움을 향해 길을 걷다
푸른 숲길을 지나서
다시 푸르른 기억의 숲을 걸어오는
마음에 담아두어야 할
강물같이 흘러온 아름다운 꿈들이",0.8987842798233032,0.8899348974227905,0.10121572017669678,이렇게 이슬비 언덕에도,나무들의 고요함 느낌을 서로의 이슬비를 꺼내 아지랑이처럼 모락모락 피어나고 애태움의 그림들이 마음속에 가지고 있는 오랜 기다림을 분홍빛 색연필이 싱그럽게 그려내는 별과 바람이 되어 꽃들의 창가에 고운 새들처럼 속삭이…
푸른 꿈,푸른 꿈,"하얀 별빛의 시간 속에 숨결로 숨어들고
이제 그리움의 아침은
꿈과 약속의 시작이라는
별들의 시냇물처럼 흐르고 있습니다.
그때는, 빛바랜 별들이여
빛남자들의 고요함과 횃불 그리고
초록색의 숲으로 가는
봄날의 창가에
순수의 첫눈을 가진 별빛을 가지고 있는
마음에 드는 새들의 꿈을 심어봅니다.
그래서 아름다운 날에요
한가로운 마음에
아름다움이 서려있는 곳에서
작은 마음을 두드리는
꽃잎들의 기다림이 있음을 알게 됩",0.895391047000885,0.8903069496154785,0.10460895299911499,공교하고 찬란한 빛 하나,누구에게나 청춘이 이렇게 뜨거워지도록 별빛의 심장을 붉게 바람의 마음이 되는 꿈을 가지고 오월의 하늘로 이제 장미꽃은 날개를 가지고 푸른 하늘을 날아 강물 이 된 천년으로 갈 수 있는 이슬비의 시간을 열어둡니다 그래…
시린 바람,시린 바람,"햇살처럼 밀려와서
소슬하게 스치는 낙엽들
바람이 휘몰아쳐
대마불꽃처럼 흩뿌려져도
시린 바람을 몰아내며 날고 있다
그렇게 내 마음을 불태우며
푸른 바람이 되어
나뭇잎처럼 피어나는 가을의 길목마다
시린 바람으로 가득한 한 장송곡 같은
길 잃은 나그네들은 섧게 울었다
비 내리는 날씨에도 홀로 쓸쓸한 모습일 때면
추억과 기쁨은 찾아오지만
가을이 되면 추억을 더듬어보고 싶어질까.ᄒᄒ",0.887625515460968,0.8687599897384644,0.11237448453903198,가을비 소리,문득 그리움 묻어나는 삶의 순리 어느새 촉촉이 젖어버린 외로움 그냥 쓸쓸함 감도는 아련한 추억 하염없이 들길 걷고픈 이 계절 야생화 들국화 향기 풍기는 산야 서둘러 가버린 여운 대지의 생명 빗줄기 되어 허공 나뒹구는…
겨울 하늘,겨울 하늘,"내 마음 깊숙한 곳에 숨어 있는 한 가지 바람일까요
아니면 겨울바람처럼 바람이 되어
이리저리 흔들리고
겨울의 강물은
물안개 속에 잠기고
새벽기도가 들려오는 밤하늘을 보며
하얀 눈송이 들국화
눈물을 삼키며 부르는 새들의 합창소리에는
고운 슬픔과 함께 눈물이 흘러내립니다
가을밤은 이 고요함에서 깨어나는 순간입니다
그래서 별빛처럼 빛나던 가을날이 갑자기
그대의 가슴속으로 파고들어
그리움의 시간이 되네요.
아름다운",0.8853014707565308,0.8788062930107117,0.11469852924346924,가을이 오기전 별빛의 종소리에 초대받아 은색 울림과,당신의 식탁에 따듯한 차 한 잔 찬바람에 놀란 노래들을 달래주고 이제 별들이 보여주는 책을 읽어야 할 시간이면 당신의 꿈속 변하지 않는 초록색을 찾아와 동화의 끈을 묶어봅니다 이제 신비롭게도 마음의 골목길은 찾아오고…
차가운 바람,차가운 바람,"내 심장을 흔들어도
바람은 이미 내 가슴속에 두고 왔을까
기분 나쁜 바람이 내 가슴을 흔들지 않을까.
내 마음은 고요
한 침묵에 갇힌 채
별이 되어버린다
우리가 함께 가는 것은
슬픔의 물결로
순수의 한 장씩 찢고
그리움의 물결로 만들어지고 있는 이 밤하늘에는
마음을 가득 담아서
그렇게 고운 꿈처럼
누구에게나 마음 같아주는 바람의 향기가
강물 속에 흘러갈 때엔
푸른 하늘 아래 피어나는 연꽃이여
아직 서글픈 우리들의",0.8840996026992798,0.8782228231430054,0.11590039730072021,고운 마음의 깊은 곳에 있는 흐느낌,외로움이라는 존재는 안개처럼 자신의 손이 없어 스스로 날개를 입을 수 없는 그 애태움을 바람이 입혀주어야 자신의 모습을 다시 돌아볼 수 있는 그 노래들이 꿈이 되는 날 바람의 언덕을 지나오면 스스로 노을처럼 저녁 하…
달빛 노래,달빛 노래,"별들이 모여있는 작은 들꽃길엔
별빛이 숨 쉬고
달빛을 받아주는
반달의 빛처럼
이제 이슬비가 내리는 밤이면
마음이 환해 지도록
수많은 추억들을 쌓게 됩니다
그렇게 한곳에 모여서
오랜 시간을 함께 하는 시간들의 여행이다
하늘 아래, 하늘 아래, 그 어디에서든
한 사람의 마음이 되어준 이 아름다운 음악
어느 날 새벽, 별이 된 나무들은
그리움이 찾아올 때마다 꿈과 희망을 보내옵니다.
밤새 우는 별을 보며
더 많은 생각을 할 수 있도록",0.8820927143096924,0.8659709692001343,0.11790728569030762,별빛의 마음에 다시 서면 아름다움의 본체는,당신의 하늘이 있으면 언제나 푸른 꿈은 별들이 날아옴을 다시 허락합니다. 마음의 언덕 느림처럼 날아와 그리움은 빛남이 되어도 누구에게나 나누어 줄 수 있는 따듯함과 정겨움 때로는 풀잎들의 기다림이 되어 따로 겉옷을 …
작은 파도,작은 파도,"하늘은
세상 어디에도 없을 것처럼
땅과 땅 그리고 하늘이
아니면
하늘을 바라보는 것도 아니고
바람의 그림자에 갇혀서
고요하게
인생의 흔적들이
별빛 속에 있는
나뭇잎들의 마음을 읽어내고 있음을 알아냅니다
그리움의 시간을 보내면서
하얀 눈송이 하나가
어둠속에 숨어있는
한 장의 추억으로
소낙비를 만들어야 하는
오월의 아침 하늘에
천사의 눈물이 고여있는
가을날의 시간 속으로
그렇게 꿈같은 곳에
작은 연못처럼 고운 눈으로
봄의",0.8775354623794556,0.8701030015945435,0.12246453762054443,고운 달빛으로 별빛들의 오랜 고요함으로,꽃들의 아침 그리고 향기의 기억 저편에 있는 푸른 사진관에 오늘은 오랜 친구처럼 빗소리와 하얀 그리움이 오면 순수를 이어주는 한 조각의 다른 꿈속에 채워지고 별 하나를 사랑한 외로움의 기억들을 꺼내 곱게 닦아낸 가을…
이미 사랑,이미 사랑,"봄은 아직 오지 않았고
가을이 오면
바람이 불어오고
하늘을 향해 날아가는 바람 소리가 들려온다.
지친 영혼들이
순간들을 고요
히 쉬어갈 수 있도록
꿈이라는 노래를 부르고
그리움으로 깨어있는
별들의 아침과 같은 그리움이
사랑하는 사람들에게는 큰 위로가 될 것이다.
봄이면 나는 그대에게
아침을 맞으며 걸음을 떼었다
내 마음속에 그대의 이름을 불러주며
나의 사랑은 꽃처럼 피어나고
그대가 바라는 내 마음에 꽃을 피워다오.
꽃이 지는 순간을 기다릴지라도
누구",0.8766492605209351,0.8713132739067078,0.12335073947906494,봄이 먼저 가버린 곳에,외로움이라는 존재는 안개처럼 자신의 손이 없어 스스로 날개를 입을 수 없는 그 애태움을 바람이 입혀주어야 자신의 모습을 다시 돌아볼 수 있는 그 노래들이 꿈이 되는 날 바람의 언덕을 지나오면 스스로 노을처럼 저녁 하…
