prompt,gen_title,gen_body,sim_top1,sim_top5_mean,novelty,nn_title,nn_excerpt
항상 멀리,항상 멀리,"하늘은 그리움에 잠긴다
오래도록 그리워한 그 사랑
이토록 그리워하는 이 마음들이여
바람의 노래들이 피어나는
하얀 새들의 노랫소리도
아름다움의 시간 안에
봄이라는 기다림의 시간이 있고
숲 속에 피어있는
그리움으로 달려가는
언제나 봄을 기다리는
별빛의 시작
노래의 생각들을 다듬어
달빛과 강물이 있는 곳에
소낙비의 마음으로 서 있다
고운 햇살의 노래를 듣는
꽃들 사이에 들려주는
노란색의 멜로디가 있습니다
강물의 이름을 따온",0.9299927949905396,0.9064468145370483,0.07000720500946045,이렇게 이슬비 언덕에도,나무들의 고요함 느낌을 서로의 이슬비를 꺼내 아지랑이처럼 모락모락 피어나고 애태움의 그림들이 마음속에 가지고 있는 오랜 기다림을 분홍빛 색연필이 싱그럽게 그려내는 별과 바람이 되어 꽃들의 창가에 고운 새들처럼 속삭이…
별빛 춤,별빛 춤,"바람이 되어 날아가는 꿈처럼
하늘과 맞닿은 그 물결을
어둠이 드리우는
바람의 속삭임
천년의 고독을 녹여놓은 듯
한낮 햇살에 반짝이는 비눗방울들
얼굴에선 눈물이 흘렀고
눈가에선 입김으로 맺어지는 그리움
그리움의 숨결속에
작은 발걸음이 닿도록
초록색의 고운 향기
마음을 닮은 그리움이 되어 가는 길목에 도착하였습니다.
사랑하는 당신들의 고귀한 사랑입니다
꿈으로 가득한
당신의 별이 빛나고 있습니다",0.8936381936073303,0.8807401657104492,0.10636180639266968,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
시린 바람,시린 바람,"아지랑이처럼 날고 있는 꿈들의 노래에
바람이 불고, 바람이 불면
그저 그 시절 추억을 떠올리도록 만든
아름다운 시간들이 아름다운 날에요
시린 바람이 부는 가을하늘에서
어느새 낙엽과 별들로 덮여가는
그리움의 정기를 다 채우게 하는
별빛들은 비치는 푸른 하늘을 보며
달콤한 꿈을 꾸네.
그렇게 고운 빛 속에 스며들어
오래 기다릴 수 있을까
꿈의 시간이 되면 모든 것들이 아름답게 보일 거라
한번만 더 생각해 보세요
마음의 여로에도",0.8798117637634277,0.877321720123291,0.12018823623657227,가을이 오기전 별빛의 종소리에 초대받아 은색 울림과,당신의 식탁에 따듯한 차 한 잔 찬바람에 놀란 노래들을 달래주고 이제 별들이 보여주는 책을 읽어야 할 시간이면 당신의 꿈속 변하지 않는 초록색을 찾아와 동화의 끈을 묶어봅니다 이제 신비롭게도 마음의 골목길은 찾아오고…
겨울 노래,겨울 노래,"한겨울을 그리워하며
내 마음에 그리움으로 들어앉은 내 사랑
나에게 주는 사랑
그대가 주었던 눈물
눈물 흘리는 그대
슬픔이 채 가시기도 전에
가을의 정취에 취해 잠든다
한가로운 시간들을 보내던
아름다운 눈빛들
그리고 따뜻한 사랑이 내게 주었음.
봄이 오면 저는 봄날로 떠나겠지요
마음을 잔뜩 적셔서
더이상 아무 말도 할 수 없습니다 
잊혀지지 않는 계절,
함께 가자는 마음을 간절히 소망합니다.",0.8783167600631714,0.8634423017501831,0.12168323993682861,옛일이 그리워 지는 계절,떠나지 않는다 가을날들은 겸손하여서 작은 풀잎 하나에도 정다운 손길로 다독거림 누구도 대신할 수 없는 아름다운 날들인 하루가 저물어 간다 그대는 누군가의 가슴에 고운 추억으로 남겨지는 날들있었나 가슴에 품어진 사랑 …
푸른 별,푸른 별,"이 세상을 다 아는 그대에게
나만의 작은 꿈을 심어주는 아름다운 일터
그리움이라는 것을 가르쳐준다는 것
바람의 마음을 가지고
이내 숨가쁘게 달려온 고운 날들
그렇게 새벽의 기다림을 깨고 가는 길
하늘을 향해 흐르는 바람과 나뭇잎들의 마음
그리고 그 외로움과 고독도
언젠가는 우리를 만나리라 기대해 본다.,
푸른 별이 되어서
별빛의 추억으로 돌아오리라.
꿈과 꿈은 서로 만나서 함께 만들어야 한다기에
어느덧 파란 하늘 위에 앉아 있는 것처럼
마음이 흐뭇해지면서 마음이",0.8717117309570312,0.8682572245597839,0.12828826904296875,새로움이라는 바람이 불어 좋은날 종이비행기 안에 들어있는 아침 햇살,당신의 하늘 푸른 날이면 어느 곳이든 날아가고 싶어집니다. 접혀진 강물을 꺼내 고요함이 흐르고 있는 꽃잎의 정원을 하나 보내고 싶은 당신의 마음 순수의 시작 꽃들의 언어 꽃들의 생각 꽃들의 아픔 때문에 사랑하게된 꿈…
푸른 꿈,푸른 꿈,"한 가지 색으로 그 마음을 감싸주는 아름다운 밤
이제 별빛도 하나 둘씩 빛나고 있다
별빛은 언제나 함께 있고 싶다
어느새 푸르러지는 이 밤을 보며
아름다움을 느낄 수 있는 시간들
내 가슴에는 별이 되어
고운 햇살을 받아줄 것만 같은
푸른 새벽에도
그렇게 아름다울 수는 없겠지만
우리 모두는 꿈을 꾸어야 할 것입니다
하늘을 향해 날아오르는 별처럼
함께 있는 사람은 희망뿐인 것이지요
한 방울의 눈물이
천년의 고독 속에서 피어날까요.
푸른 빛이",0.8690630197525024,0.8525875806808472,0.13093698024749756,하늘에 작은 별 하나,"빛날 때까지 얼마나 많은 밤 꽃들이 피어나 하늘길 밝혔을까 강가에 꽃 한 송이 필 때까지 얼마나 많은 밤 별들이 반짝이며 강물 위에 빛났을까 하늘과 땅 사이 아름다운 이름 하나, 얼마나 더 많은 밤을 잠 못 이루고 …"
햇살 바람,햇살 바람,"내 마음도 이렇게 찬란하고
그렇게 여름의 향기를 느끼며
햇살을 받아 비치는 곳이면
아름다운 풍경들을 한 눈에 내려다 볼 수 있습니다.
바람이 불면 초록빛 나뭇잎들이 흔들리며
누군가의 눈동자를 빛나게 할까
온몸을 감싸안고 있는
하늘을 향해 날아오르는 바람은
그리움이 되어 하얀 마음을 갖게 됩니다.
이제 바람은 내게 달려오고
기다림이 되어 함께 달리는 너를 보며
언제나 마음이 환하게 밝혀주는
별들의 그림자로
꽃잎들의 숨결이 들려오는 곳으로 가봅니다.
봄날",0.8682546615600586,0.857565701007843,0.1317453384399414,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
햇살 웃음,햇살 웃음,"아련한 추억의 아침
아침의 봄밤, 찬바람 부는 가을빛과
새들의 노래들이 들리는
별빛의 서러움이 느껴진다
나뭇잎에 붙어있는 빛남은 그 순간
그렇게 새들은 춤을 추고 있을까 봐
햇살의 향기가 느껴지는 여름날엔
가을은 기다림의 계절일 듯싶어서
푸른 바람이 불어오는 저녁이면
꽃잎이 되어 반겨주는 사랑으로
산다는 것이 얼마나 아름답고 행복하고 행복한 일인지 깨닫게 된다./ 아름다운 밤하늘 아래
나의 마음속으로 스며드는
나비 한 마리 꿈틀",0.8681302666664124,0.8654424548149109,0.13186973333358765,이렇게 이슬비 언덕에도,나무들의 고요함 느낌을 서로의 이슬비를 꺼내 아지랑이처럼 모락모락 피어나고 애태움의 그림들이 마음속에 가지고 있는 오랜 기다림을 분홍빛 색연필이 싱그럽게 그려내는 별과 바람이 되어 꽃들의 창가에 고운 새들처럼 속삭이…
달빛 바다,달빛 바다,"그리움의 깊이에 있는
강물의 시간에도 별들이 들려준
꿈과 꿈의 순간을 알게 됩니다
그렇게 아름다운 날, 그 외로움은
어느 날 갑자기 사라져 버린
숲속 숲속에 사는
별들의 기억 속에 남겨진
꽃들의 노래
그리움을 마음껏 노래하고 싶어요
바람이 되어 날아오는
새들의 마음을 불러주세요!)
달빛의 마음으로 보아서
고운 아침으로 반짝이는
별빛이 보이는 저녁은
산까치의 강물이면
마음에 안아주고 싶은
생각의 시간을 만들어 줍니다.
그래서 오늘",0.867438554763794,0.8637502789497375,0.13256144523620605,고운 마음의 깊은 곳에 있는 흐느낌,외로움이라는 존재는 안개처럼 자신의 손이 없어 스스로 날개를 입을 수 없는 그 애태움을 바람이 입혀주어야 자신의 모습을 다시 돌아볼 수 있는 그 노래들이 꿈이 되는 날 바람의 언덕을 지나오면 스스로 노을처럼 저녁 하…
아름다운 바람,아름다운 바람,"가을 하늘
어디를 가든 고운 바람이 불어오면
그대가 좋아하는 것이 무엇이냐고 물으니
세상은 나를 닮았다고 말하더라구요
너무나 아름답고 예쁜 그대를
나는 사랑한다고 말하는 것
그러다 보니 어느덧 아름다운 꿈은 이루어진 듯합니다
바람이 부는 날, 너는 아름다운 꿈을 꾸지 않겠니
날아가는 봄 햇살에 나는
그대의 발끝에 있는
아름다운 마음이여! 그것이 아름다우면
나를 사랑하는 것은 어떤 것이라야 하겠습니까?
맑음만이 아름다움이라 했는지
나의 아픔도 함께하고 있어요",0.8670551776885986,0.8477300405502319,0.13294482231140137,아름다운 사람,"그대는 아름다운 사람 별을 사랑하고 하늘을 사랑하고 먼 곳 슬픔까지 사랑하는 그대는 아름다운 사람 아름다운 사람에게선 꽃 같은 향기가 난다 늘 곁에 있고 싶고 멀리 있으면 그리워진다 언제나 눈으로, 눈으로 사랑을 말…"
