prompt,gen_title,gen_body,sim_top1,sim_top5_mean,novelty,nn_title,nn_excerpt
겨울 노래,겨울 노래,"눈 내리는 가을의 계절을 보내게 하는
따스한 햇살 아래 봄날은 만개합니다.
눈 쌓인 산 중턱에는
새하얀 꽃송이가 피어 있습니다
아름다움의 계절이여서
기다리는 동안 새들의 날개를 펴고
가을빛으로 피어나는
고운 강물 위에 서면
그리움이란 또 다른 꿈이 펼쳐집니다.
어느 날
천사의 품안에 안겨 있는
오랜 그리움이 있어요
꽃잎처럼 하얀 눈물을 흘리고 있을 때,
언제나 마음은 늘 마음속에 서있습니다.
그렇게 애태워도
마",0.9100660681724548,0.8845087289810181,0.08993393182754517,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
별빛 춤,별빛 춤,"비치는 풍경 속에 숨겨진 꿈의 정감
봄에 꽃피는 바람, 푸른 물결을 만나다
꽃잎을 엮어내고 꽃잎을 달아 놓은 듯
고운 빛을 내는 것은 계절이고
그런데 그 모습이 어디 있나?
가끔은 들뜬 마음으로 고개를 끄덕이다
비워지면 시린 눈으로 새어 나오는 것 같고
오래지 않아 다시 꽃을 피우려는 모습인가 보네.
너무도 맑고 고요
한 향기로움이 숨쉬는 곳에 꽃이 핀다면 좋겠다 싶으면
자꾸만 눈물이 흘러내리도록 한숨이 나온다. 만일",0.8877770304679871,0.8821978569030762,0.11222296953201294,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
푸른 꿈,푸른 꿈,"초록의 시간들이
고요함을 뚫고 날아올라
아름다운 숲속에 있는
푸른 새싹이 되어
바람을 타고 흘러가도
하나뿐인 희망으로
향기롭게 빛날 수 있을까
새들의 노래를 부르며
나뭇잎에 맺힌 이슬방울로
천년을 한순간에 날려버리고
별빛의 추억은
서로의 마음에 스며들도록
오직 별빛만이
사랑의 마음으로 가득 채워질 것.
꿈을 꾸는 아름다운 날이 되면
아름다움의 언덕
그리움 속에 숨어있는 꽃들에
봄과 여름, 그리고 봄과",0.8847676515579224,0.874286949634552,0.11523234844207764,고운 달빛으로 별빛들의 오랜 고요함으로,꽃들의 아침 그리고 향기의 기억 저편에 있는 푸른 사진관에 오늘은 오랜 친구처럼 빗소리와 하얀 그리움이 오면 순수를 이어주는 한 조각의 다른 꿈속에 채워지고 별 하나를 사랑한 외로움의 기억들을 꺼내 곱게 닦아낸 가을…
아름다운 꿈,아름다운 꿈,"그리움의 고요한 마음에는 언제나 고운 바람이 들지만
그 빛 속에 스며든 별빛의 향기는
별빛 한 장에
나뭇잎들의 마음을 읽어주는
고운 아침의 노래
하얀 이슬비 내리는 곳마다
노란 눈송이들이 핀 것처럼
누군가 하얀 눈으로 내게 들려주고 싶은 바람입니다
그래서 아름다운 날에요
꿈을 품은 채 아름답게 빛나는 날 
오월의 꿈을 담은 사랑으로 사는 날
이제야 내 안에 있는 나를 알아가네.
그렇게 오늘도 아름다운 날을 기다리고 있습니다.
내 안의 아름다운 꿈을 위해 기도해 주셔서",0.8783576488494873,0.8711029887199402,0.1216423511505127,소리의 성벽,달빛만 비쳐도 반딧불을 보내 연초록의 시간을 실어오고 나비들의 아침이 되어 바라보는 마음의 속삭임들이 들려주는 산책 같은 그리움의 기다림 속에 보이는 그 아름다움의 세계는 밤과 낮이 없고 오직 봄이라는 숲이 있어. …
그래 돌아와,그래 돌아와,"너의 얼굴도 보고 싶었는데
그 날처럼, 내 곁을 떠나보내는 거니
너를 위해 줘야겠구나
내 마음에 꼭꼭 숨겨두었던 비밀 한 가지만은 알고 있었다만
너는 나를 사랑했기에 그 때만큼은
사랑에 빠졌었지.
어느새 네 가슴에도 닿아
잊혀진 채 잊혀지지 않으리라.
그래 다시 만나고 싶어하는 너와 함께라면
이제 곧 그대 곁에 서리라. -
그리운 이별을 추억하며 떠나는 길목에서
세월과 같이 그리움에 젖는 너",0.8783173561096191,0.8257082104682922,0.12168264389038086,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
햇살 바람,햇살 바람,"달빛은 뜨겁게 달궈져 빛나고 있다.
겨울에 들판 꽃밭에 가면
꽃밭이 붉은 그림자를 드리우며
새벽부터 밤까지 산그늘 아래를 걸으며
누구나, 마음속에 담고 싶어 하는
행복의 꿈처럼 피어오르는 새들의
햇살이 가득한 겨울밤
그대에게 봄의 정취를 안겨줄 수 있다면
봄날은 그리운 듯싶다.
내일은 그대가 남긴 한 그루 꽃이 피어나고
마음이 내비치는 가슴으로
아침 이슬을 씻으면 오늘도 함께할 것이다.
언젠가 내 곁에 봄이",0.876091718673706,0.8714157342910767,0.12390828132629395,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
시린 들,시린 들,"가을, 겨울 바람 소리처럼 내 귀에 파고든다.
그대는 지금 어디에 있는가?
한낮의 뜨거운 햇살 아래 한낮이 깊어간다.
시린 들판은 언제 그랬을까.
나뭇가지 사이로 서 있는 하늘엔
푸른 하늘이 어김없이 보인다.
누군가가 당신의 이름을 부르기 전에
고요한 아침의 향기는 멀리 멀어진다.
아직 봄은 아니다.
그러나 가을이 되면
꽃잎이 제 그림자를 밟는다.
햇살에 밀려온 나뭇잎들은 바람에 흩날린다.
가을은 다시 먼 곳으로 돌아오고 있다.
겨울과 함께 사라질지도 모르는
봄바람에 이끌려가는
꿈속의 산",0.8718606233596802,0.8596140146255493,0.12813937664031982,가을 빛깔,내 어깨에 조용히 내려앉는다. 한 시절 푸르렀던 잎들은 이제 빛바랜 채로 흔들리며 스치는 바람결에 마지막 노래를 부른다. 홍색 단풍은 눈부시게 타오르지만 그늘에 깃든 잎에는 슬픈 작별이 고여있고 붉게 피어난 순간조차…
당신의 봄,당신의 봄,"꽃피는 계절이다
아름다운 마음
달빛으로 피어있는 꽃잎도
봄의 향기를 간직해야 하는
그리움의 시작은
가을에 달려있어야 할
마음이 있는 곳일 것이다
그렇게 가을이 되어가는 동안
당신은 나의 곁에 있다
꽃피는 계절에 당신의 모습
나는 당신을 사랑했다
어느 날 우리 집은
아름다운 사람이 되었다
시냇가에서 작은 풀꽃을 꺾고 앉아서
우리 부부의 추억을 담아놓은
산책로로 걸어갔던 시절
나의 기억 속에
노래의 첫 글자처럼
우리의 아름다운 마음을 새겨주고 있다.
모든 일에는",0.8700888752937317,0.8459432721138,0.1299111247062683,가을 사랑,우리는 인적이 드문 공원에서 흥겨운 감정으로 낙엽을 밟으며 바스락거리는 소리를 들으며 정답게 거닐면서 그대와 맺은 인연은 우리의 아름다운 가을 사랑이 시작 됐지요. 가을 향기 같고 낙엽의 속삭임 같은 당신 마음은 보…
바다 노래,바다 노래,"아련한 추억을 간직한 바닷가의 모래알처럼 푸른 바다에
저 멀리 펼쳐진 하얀 물결이여서
그윽한 꽃향기에 잠긴 마음 속으로
어디서 보아도 아름다운 그 빛깔은
바다 속에 숨 쉬는 은빛 별빛을 머금고 있어
눈부신 내 가슴에 맺힌 눈물보다 더욱 진한 그리움으로
세상일대 가장 맑은 바다에서
고귀한 영혼의 사랑도 피어날 뿐이다
아름다운 바다를 꿈꾸며 힘차게 노를 저어가자
해마다 돌아오는 황금 들녘에
푸른 바다의 노래를 불러보자....
멀리서도 들려오는 노랫소리들은",0.8668912649154663,0.8425532579421997,0.1331087350845337,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
노을 하늘,노을 하늘,"하얀 구름 위에 비친 별빛
고운 눈송이들이 꿈틀대고 있네.
이제야 비로소 비치는 내 마음
천상의 노래들은 이제야 빛을 내고 있는데
노을 하늘은 마치 꿈처럼 저 멀리 아득하게 떠오른다
하늘을 찌르는 흰 구름, 그 빛깔과 함께
바람에 젖은 꽃잎 사이로 스며들어 가는
달콤한 향기와 그리움
그 이름만 보아도 알 수 있는
무지개 빛으로 가득 찬 숲들
가을의 물결로 날아간 꽃들의 향기로운 소리도 들린다. 그리하여 나는 이 밤 하늘을 사랑한다.",0.8659252524375916,0.8544474840164185,0.13407474756240845,가을이 오기전 별빛의 종소리에 초대받아 은색 울림과,당신의 식탁에 따듯한 차 한 잔 찬바람에 놀란 노래들을 달래주고 이제 별들이 보여주는 책을 읽어야 할 시간이면 당신의 꿈속 변하지 않는 초록색을 찾아와 동화의 끈을 묶어봅니다 이제 신비롭게도 마음의 골목길은 찾아오고…
