prompt,gen_title,gen_body,sim_top1,sim_top5_mean,novelty,nn_title,nn_excerpt
아름다운 물결,아름다운 물결,"어느새 파란빛으로 물들다
시냇물이 흐르면 흘러가는 길목에서 꽃들이 피어나고
어디선가 들리는 꽃잎의 물결이 파도처럼 밀려오고
눈물의 한 방울은 언제나 빛나고
마음의 눈물은 이슬비처럼 쏟아진다.
오래된 노래들도 함께 읽히고
아름다움이 담긴 그리움도
사랑하는 너를 그리며 흐르는
하얀 날개를 펼친 무지개 빛깔의 아름다움도 있다.
그렇게 아름답고 향기로운 바람이 되어주는 법
순수의 고요함만이 남겨준 꿈과 희망의 향기가
꿈을 향해 달려가고 있는",0.9098506569862366,0.8887826204299927,0.09014934301376343,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
달빛 춤,달빛 춤,"꽃봉오리의 물결이
꽃대낮의 잔잔한 꿈은
아름다운 사랑의 노래로
그리움의 시작을 알리는
나뭇잎들의 마음 한켠에 있는
나비들이
풀잎들을 기다린다
하얀 별빛의 저녁 햇살이 들리는 곳에
소낙비처럼 그리움으로 숨어있는
강물의 언덕에는
달빛이 만들어 놓은
가을이 되어 하얀 눈송이꽃이 핀다는
고요함의 마음이 쉼표를 만들고 있습니다이어리
그래서 아름다운 날에요
별이 서러워도
어느새 그 빛남의 꿈을",0.9075726270675659,0.8928173184394836,0.09242737293243408,이렇게 이슬비 언덕에도,나무들의 고요함 느낌을 서로의 이슬비를 꺼내 아지랑이처럼 모락모락 피어나고 애태움의 그림들이 마음속에 가지고 있는 오랜 기다림을 분홍빛 색연필이 싱그럽게 그려내는 별과 바람이 되어 꽃들의 창가에 고운 새들처럼 속삭이…
별빛 노래,별빛 노래,"그리움을 위하여
마음의 시작은 별빛의 향기에 젖어서
그리움의 기억으로 간직합니다.
그렇게 하얀 빛날 때에
별들의 아침이여
향기의 시간이 되면
노란 색색의 창문이 열려
아름다움이 보이는 곳이면
순수의 시간을 기다립니다.
그래서 아름다운 날에요
바람의 시냇물은
초록색 눈물의 언덕을 만들고 있습니다.
비탈의 숲속에
종달새의 정오의 고요
히 흐르는
고운 아름드리
봄날의 봄날에요
숲들이 들려주는 소소한 이야기들
기다림의 시간 속에
하나",0.9055423140525818,0.90144282579422,0.09445768594741821,이렇게 이슬비 언덕에도,나무들의 고요함 느낌을 서로의 이슬비를 꺼내 아지랑이처럼 모락모락 피어나고 애태움의 그림들이 마음속에 가지고 있는 오랜 기다림을 분홍빛 색연필이 싱그럽게 그려내는 별과 바람이 되어 꽃들의 창가에 고운 새들처럼 속삭이…
별빛 하늘,별빛 하늘,"별빛을 비춘다
별빛이 주는 행복이
자신만의 소망처럼
꿈을 향해 뻗어간다고 말하는
그날의 빛남은
언제나 마음속에 품고 있는
희망들
오래된 꿈으로 만들어가는
달맞이꽃의 한 줄기 힘
소낙비 구름 속에 숨어있는
아름다움의 샘물
산다는 것의 의미를 알고 있는
강물의 아침의 언덕 위에
처음엔 그리움이 기다립니다
그리움과 함께 고요함이
나뭇잎들이 온전히
하얀 정원으로 보내온
노래의 마음으로 가져갈 수",0.9054442644119263,0.9024555087089539,0.09455573558807373,노란 별이 찾아오면,슬픔이 외롭지 않도록 노래의 기도를 주고 봄과 정겨움이 따듯한 눈물이라는 심장을 다시 숲의 중심에 두어 별 하나의 마음을 바라봅니다. 꽃의 시작이라는 알 수 없는 생각의 강물들 어는 곳에서 시작되었는지 노을의 가슴에…
별빛 춤,별빛 춤,"구름에 비친 달빛의 시간 속에서
어느 날엔가 그 시간이
하나의 작은 조각들로 되어있어서
아름다움의 정서가
그렇게 두 개의 그리움이 있는 곳에
이제 이슬비의 마음으로 떠나갈 수 있도록
마음이란 바로 그 아름다움 속에 있습니다
그래서 아름다운 날에요
별은 꿈의 속삭임
언제나 푸른 꿈을 꾸는 것 같아도
하얀 눈송이로 감싸인
노래의 숲속에 있어요
꽃들의 언덕을 만들어가는 것처럼
고운 느티잎처럼 부드러운 느낌으로
봄날이라는 아침 햇살
나",0.9016859531402588,0.8962476849555969,0.09831404685974121,소리의 성벽,달빛만 비쳐도 반딧불을 보내 연초록의 시간을 실어오고 나비들의 아침이 되어 바라보는 마음의 속삭임들이 들려주는 산책 같은 그리움의 기다림 속에 보이는 그 아름다움의 세계는 밤과 낮이 없고 오직 봄이라는 숲이 있어. …
아름다운 별,아름다운 별,"그대는 아름답다
이별하고 싶지 않은 날도
어디서든
그대의 빛나는 별을 봐야 할까?
아름다움의 향연
언제나 행복한 순간이 있기에
나의 내면을 들여다보는 눈빛에는
우리의 아름다움을
그리움으로 채색하는
고요함만이
내일도 저물도록
하얀 눈으로 바라볼 수 있도록
순수의 시간을 기다리는
사랑의 마음을 알고 있는
꿈의 숲속
오래된 꿈이라는
초록색의 아침과 초롱색 입김을 넣어주고 있습니다.
그래서 아름다운 날에요
나",0.8903441429138184,0.8782580494880676,0.10965585708618164,소리의 성벽,달빛만 비쳐도 반딧불을 보내 연초록의 시간을 실어오고 나비들의 아침이 되어 바라보는 마음의 속삭임들이 들려주는 산책 같은 그리움의 기다림 속에 보이는 그 아름다움의 세계는 밤과 낮이 없고 오직 봄이라는 숲이 있어. …
아름다운 바다,아름다운 바다,"푸른 하늘을 품은 나무들이
산다는 것은
그대가 내 마음을 다 채워줄 수 있는
수많은 추억과 함께 피어날 것이 분명하네.
어둠이 드리운 숲길을
아름다움의 언덕을 향해 걸어가는
푸른 눈동자의 순간이 떠오릅니다.
그리움이 서려있는 곳에
꿈의 향기로 가득한
숲으로 가는 길
새들의 노랫소리에는
바람의 기다림이 담겨있지요
처음엔 그리움에 들떠서 바라보던
꽃잎마다 달콤함을 가져다주고
노래가 들려주는 작은 소리도 고요",0.8854372501373291,0.880455493927002,0.1145627498626709,고운 기다림이 있는 아침 새들이 가져온,아늑함 속에 들어있는 평온의 느낌들 천년마다 하나의 열매를 맺어야 하는 그 붉음이 나비의 마음보다 꿈과 넓이와 깊이가 아름다운 무지개의 동산 언제나 그림으로 가는 길이 있어. 두 줄로 늘어서 있는 사과나무의 달콤함은…
햇살 파도,햇살 파도,"어둠은 비바람의 길을 달려
푸른 하늘에 달이 되면 그 바람이 바람에 스며드는 순간이 되고
새들의 아침이 만들어 내는
작은 창문이 보이는
노래의 시작을 알 수 있는 눈물이 되어
그렇게 새들이 찾아오면
그리고 꿈의 한 장면에서
아름다움의 의미를 찾을 수 있도록
고운 느티나무의 기침을 들려주고 있습니다.
그래서 아름다운 날에요
마음에 그려놓은 그림처럼
하나둘 하얀 별빛의 마음을 가져옵니다
누군가에게 보여 줄 때
꿈에 그리움이 더해질 수 있습니다
사랑하는 당신을",0.8852952718734741,0.8831132650375366,0.11470472812652588,고운 마음의 깊은 곳에 있는 흐느낌,외로움이라는 존재는 안개처럼 자신의 손이 없어 스스로 날개를 입을 수 없는 그 애태움을 바람이 입혀주어야 자신의 모습을 다시 돌아볼 수 있는 그 노래들이 꿈이 되는 날 바람의 언덕을 지나오면 스스로 노을처럼 저녁 하…
달빛 노래,달빛 노래,"창가에 앉아
달빛을 바라보며 부르는 소낙비 바람결에
그렇게 서성이는 밤하늘의 달빛과 함께
밤새워 노래 부르던 그 소리 들으면
순수의 길 위에 올라서
고요함이 되어도
사랑하는 너에게 들려주는 희망의 노래를 불렀는데요.
천년을 지나도 변하지 않는 슬픔,
가슴속에 간직한 슬픔이여!
어느 가을날 꿈같은 그리움으로
진실의 힘을 키워 준다고 믿고 있는
소낙비의 별들이 빛나는 밤,
그리운 날들
정오의 추억을 떠올리며
별들의 외로움을",0.8766435980796814,0.8734237551689148,0.1233564019203186,아름다움의 의미들도 초록색을 알아가는 길,별빛이 너무 밝아 마음에 애태움을 다 가질 수 없어 하나둘 내어주고 이제 빈 곳이 되어버린 생각의 반쯤 지나온 나뭇잎 외로움의 하나 기다림 그렇게 알 수 없는 당신의 꿈이 어느 곳에서도 바라보고 있다면 아름다움의 느…
푸른 꿈,푸른 꿈,"하늘은 볕이 비칠 때면 한 줄기 빛을 머금고
바람의 시선은 별빛에 비추는데요
그윽한 빛줄기 아래
마음속에는 새들이 찾아오네요
새들의 날개와 꽃망울을 만들어 준다
아름다움의 씨앗으로 심어 놓은
순수한 마음속에 담긴 아름다운 사랑의 선물들
누구든 마음에 그리움이 있기에
별빛을 품은 날이면 가슴이 설렌다.
그래서인지 파란색 꽃을 활짝 피운
봄이라는 봄날,
푸른 하늘이 그리워지는 계절이옵니다
어머니는 그 아름다움을 떠나고",0.8760060667991638,0.8664959669113159,0.12399393320083618,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
겨울 하늘,겨울 하늘,"겨울이 그리워진다
겨울은 따뜻하다
햇살 가득한 숲속 길엔
봄의 노래, 그 고운 노랫소리에
새벽마다 별빛처럼 빛나는 햇살이 들어오고
아침부터 아침까지 찬란하게 반짝이던
작은 눈송이도 봄바람을 타고
꽃들의 합창으로 흐드러지게 피어나는다
겨울이여도 봄이여도
별빛 같은 꿈만 같던 내 마음도
내게는 계절이여도
나그네들이 겨울을 부르는 바람결에
언제나 새벽이 되어
푸른 하늘이 비쳐주고 있네
그렇게 여름하늘",0.8754509687423706,0.8663276433944702,0.1245490312576294,매화꽃 필적에,묻어나는 설중매 한겨울 추위 속 피어나는 한송이 매화 아련함 세찬 바람 빗줄기에 젖고서도 눈처럼 해맑은 모습 밤새내린 하얀 눈밭에 가장 먼저 발자국을 남기고픈 온통 치갑게 스며드는 한기마저 멋진 풍경이 되어버린 점차…
