prompt,gen_title,gen_body,sim_top1,sim_top5_mean,novelty,nn_title,nn_excerpt
달빛 바다,달빛 바다,"창가에 누워있는
푸른 잎들의 눈동자가
고운 햇살의 시작을 기다리며
바람이 지나가고 있는
새들이
그리움에 물들일 수 있도록
하얀 밤으로 감싸안은
별빛의 시간표를 만들면
달빛이 된 들녘에선
강물의 언덕을 찾아낸
안개꽃의 고운 마음처럼
아름다움의 아름다움을 사랑할 때마다
그렇게 아름다운 날엔
꿈과 희망의 봄날이 올까요
그렇게 단 한 번의 기다림만으로
봄날은 꽃들의 숲속에 가닿는
생",0.9089726209640503,0.9057415723800659,0.09102737903594971,어느 곳이나 자유롭게 날아갈 수 있는,고운 감동의 느낌으로 천년의 앞에 서서 노래의 방패처럼 봄의 새싹들이 순수를 싹틔우고 초록색의 햇살을 곱게 다려 푸른 숲의 시작이 되는 곳에 오랜 기다린 노란 시간 속에 은행잎 외로움을 온유함이 두려움을 떨쳐내고 은…
아름다운 바람,아름다운 바람,"그대는 내일을 생각하며
바람의 마음 속에 묻어둔 사랑의 마음을 찾아봅니다
그대의 사랑처럼 이슬비가 되어서
아름다운 하늘 아래
눈물이 되고
그리움의 한 페이지를 읽어낼 수 있는
푸른 바람이 되여
가을의 눈물로
오월의 봄을 불러옵니다
그리움이라는 고요함은
어느 날이나 그리운 곳마다
고마움을 품고 있어요
사랑하는 당신에게 감사합니다만(사진 : 눈물)
그래서 아름다운 바람은
당신의 가슴속에 있는 아픔이 되었습니다
순수의 마음으로 그대에게 보여주고 싶은",0.9038224220275879,0.8838628530502319,0.09617757797241211,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
사랑 다시,사랑 다시,"가슴 뭉클해 보이는 꽃들이 서서
한 송이 하얀 장미 한 송이가 다가와
진달래꽃처럼 화사하게 피어나며
우리도 그렇게 꽃을 좋아할까
어둠 속의 새들은 이제 꽃봉오리 같은 그리움으로
고운 미소로 나를 불러들인다
사랑은 어디선가 본다하여
내 안의 깊은 마음을 품고 있구나
다시 꽃이 되어 피는 향기로운 꽃은
서로를 바라보는 순간
그토록 아름다운 꽃잎들의 향기
하나의 작은 단 하나가 내 영혼을 채우고 있다
더불어 우리의 만남이
그리움이 되는 곳이면 언제든지 찾아올",0.8943179845809937,0.886777400970459,0.10568201541900635,메밀꽃,향기로운 바람이 지나가면 지난날의 그리움 새록새록 피어나네. 아주 긴 시간이 흘렀어도 여전히 선명한 그리움 그리운 사람 미소 닮은 고운 꽃잎 하나하나가 반짝이고 밤하늘 별빛처럼 빛나며 고요한 마음에 은은히 파고드네.…
달빛 노래,달빛 노래,"달이 빛나는 것은
그대가 떠난 자리에
달빛이 서려있는 곳에서
꽃들의 기억들이 남겨둔
바람의 마음속에 들어있는
풀잎들의 마음이
순수의 시간이 되면
별빛의 시작을 위해 준비된
초록색 그 한 장의 노랫말은
나뭇잎들과 함께
당신의 이름을 불러주고 싶습니다.
어느덧 해가 지고 밤하늘이 밝아올 때
새벽 하늘을 보며
하얀 구름으로 떠가는
반달의 아침은
마음에 깊이 새겨질 수 있도록
고운 빛깔로 부르는 고요함의 의미
꿈이라는 생각이",0.8931912779808044,0.8863580822944641,0.10680872201919556,이렇게 싱그러운 아침이 되면 풀잎처럼 당신의 대문 앞에 오고 있는 바람과 별,바람과 별 어린 날에 꿈을 만나기 위해 고사리 손으로 앨범을 보내어 그렇게 찬란하도록 빛나고 있는 당신의 꿈이 무지개 언덕을 열어 볼 수 있도록 영혼의 귀를 기울이고 아침 햇살이 하얀 입김으로 음정마다 이슬비 처음 …
푸른 하늘,푸른 하늘,"바람 부는 대로 휘파람 불어대는 달빛에
어느새 초록의 꿈으로
바람은 흔들리고 물결이 되어
살아있는 그리움의 고요함은 깊어질까봐
마음을 흔들어보는
강물이 되고,
그렇게 한곳에 집중할 수 있는
반달의 시간을 만들어 가는
하얀 별들의 숲길이
고운 느낌으로 걸어가면
별빛의 시간도 알차게 준비됩니다.
그래서 아름다운 날에요
보라색 가을 하늘에
푸른 하늘과 함께하는
숲길의 하나 된 마음으로
두 손을 모아
꿈을 노래하는 당신만의",0.8903972506523132,0.8837187886238098,0.10960274934768677,오늘 별빛의 중심에 당신의 마음이 있어,새들의 소리도 닦아옵니다 마음이 창문을 열면 별이 그려내는 바람과 꿈의 항로는 따듯한 차 한 잔에 담겨진 가을의 의미 알 수 없음에도 깊은 생각을 가지게 합니다. 강물이 담겨지고 시냇물의 다정함 졸졸 거리며 넘치거나…
별빛 노래,별빛 노래,"너를 사랑하니
별빛이 되어도
달빛을 받아본다
이제 달빛은 내 마음을 열어가며
초록색 새벽이 온다
가을은 깊어가는 것 같네.
내 가슴에 그리움을 안고
그리움이 스며든 듯해
아름다움의 시작과 끝인 당신은 누구인가
한없이 아름다운 밤처럼
하나의 작은 선물로
꽃잎들을 피워보아
그 안에서 푸른 하늘을 볼 수 있기를 바랍니다.
사랑하는 그대에게서
사랑의 기쁨으로
하늘을 품어주고 싶습니다,
눈부신 햇살로
고운 마음",0.8900039196014404,0.88104248046875,0.10999608039855957,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
작은 호수,작은 호수,"산 속에 숨겨져 있는
그 어떤 아름다움도
내 안의 슬픔에 감싸여도
언제든 물 위로 날아올 수 있게
푸른 하늘에 비치는 꿈은
어둠을 깨우는 불빛으로 비추리라.
산 위에 떠있는 한 폭의 그림처럼
눈부신 햇살 속으로
한겨울 더위를 식히며
고요함이 흐르는 연못에서
하얀 별들의 숨결 같은 추억이 들려오도록
안개꽃의 시작과 끝을 그리고 있습니다.
숲속 저편 너머로 흐르던 고운 밤하늘의 저녁 하늘도
그리고 그 안에서 펼쳐지는 아름다운 사랑의 불꽃",0.8870114088058472,0.8775981664657593,0.11298859119415283,"외로움의 빗소리, 그리움을 내어주고",풀잎들의 깨어남은 오랜 숲속의 고요함 기도 그렇게 다시 순수로 평온의 시작에 도착하면 먼저 물결을 다스려 잔잔함의 도로를 건설하고 분홍빛 설렘이 별들의 앞머리에 있는 동굴과 불빛을 멀리 비추어 꿈을 바라보면 아름다움…
별빛 하늘,별빛 하늘,"그 별빛의 마음속에서 내 몸을 감싸고 있는 바람결에 감미로운 향기
바람이 불어오면 바람의 숨소리가 울리는
그리움의 시간 속에
꿈의 정열이 담겨있는
하얀 이슬비처럼 고운 눈물들이
꽃들의 노래를 불러오고 있습니다.
어쩌면 가을의 느낌은
고운 아침과 함께 들려오는
별꽃의 언덕을 지나
그렇게 강물이 되어 온 길을
한 번 더 읽어보세요.
처음에는 왠지 모를 기다림이
마음에 와 닿는 듯. 현재 한국에서 가장 높은 곳에 위치한 건물은 한강종합운동장 (",0.8765962719917297,0.8716745376586914,0.12340372800827026,이렇게 이슬비 언덕에도,나무들의 고요함 느낌을 서로의 이슬비를 꺼내 아지랑이처럼 모락모락 피어나고 애태움의 그림들이 마음속에 가지고 있는 오랜 기다림을 분홍빛 색연필이 싱그럽게 그려내는 별과 바람이 되어 꽃들의 창가에 고운 새들처럼 속삭이…
가을 노래,가을 노래,"내일은 그리운 계절이다
이렇게 한 폭의 그림을 그리며
단오절을 기다리며
가슴에 묻은 추억을 되새겨 본다.
늦가을의 끝자락에서
아직 못 잊는 가슴앓이를 하는 것이
한때 우리를 사로잡던 고요함이라
그만큼 아름다운 계절이었다
우리 모두의 작은 마음들이 이토록 깊어질 수 있었던 까닭은
마음을 담아주고 위로해주는
사랑이란 결코 아름답지 않음을 알려줍니다
고요함이 지나온 시간과 함께
풀잎들의 시간을 보내고
꿈과 희망을 담은
푸른 숲이 되어
나뭇잎",0.8740365505218506,0.8642609715461731,0.12596344947814941,옛일이 그리워 지는 계절,떠나지 않는다 가을날들은 겸손하여서 작은 풀잎 하나에도 정다운 손길로 다독거림 누구도 대신할 수 없는 아름다운 날들인 하루가 저물어 간다 그대는 누군가의 가슴에 고운 추억으로 남겨지는 날들있었나 가슴에 품어진 사랑 …
바람의  춤,바람의  춤,"바람 한 번으로 모든 것을 바꿀 수 있습니다
바람의 춤은 우리의 영혼에 하나요
그것을 기억하여
모든 것이 아름답다고 할 때
하나님께서 기뻐하실 때
별빛처럼 아름다운 꿈을 꾸고
꽃들이여 그 아름다움 속에 함께할 때
하늘이시여, 내 마음 가득 별이 되소서
사랑하는 당신이오면 당신의 노래들 속에 담겨져야 하옵니다
그리고 이 가을날 아침 하늘 아래
꿈이 이루어지도록 기도합니다만,
마음속에 푸른 바람이 심어 놓은
숲들의 숲은
향기의 시작입니다.",0.8712658882141113,0.8685469627380371,0.12873411178588867,바람의 높이마다 강물의 이름은 저마다의,작은 도랑이 되어 꿈을 담을 수 있을 만큼의 생각의 출렁임은 언제나 변하지 않도록 풀잎의 마음에 가지고 싶어 합니다 당신의 마음이 천년 동안에도 이렇게 푸르다면 강물이 가져오는 아침의 밝음 꽃들의 눈으로 별빛의 멀리…
