prompt,gen_title,gen_body,sim_top1,sim_top5_mean,novelty,nn_title,nn_excerpt
노을 춤,노을 춤,"그대의 꿈이 흔들릴 때
한 걸음 앞으로 내딛는다
그대가 가는 길
노을 춤을 추어라
내 마음은
고요함을 사랑으로 빛나게 해달라
꿈속에 그려놓은 무지개 빛깔의 별들이
향기로운 꿈을 안고
마음껏 펼쳐지는 곳으로
아름다움이 가득한 곳에
그리움의 숲속엔
하얀 나무숲에서 바라보는 이슬방울에
느낌의 시선은
처음으로 눈빛과 마음을 비춰봅니다.
나뭇잎들이
별들의 언덕길을 만들고
노란 빗소리마다 한 뼘",0.8921148777008057,0.8899633288383484,0.10788512229919434,바람의 높이마다 강물의 이름은 저마다의,작은 도랑이 되어 꿈을 담을 수 있을 만큼의 생각의 출렁임은 언제나 변하지 않도록 풀잎의 마음에 가지고 싶어 합니다 당신의 마음이 천년 동안에도 이렇게 푸르다면 강물이 가져오는 아침의 밝음 꽃들의 눈으로 별빛의 멀리…
달빛 노래,달빛 노래,"달을 바라보던 그 시절을 떠올리며
달빛을 받으며 걷는 길
어느 새 내 가슴에 감도는
내 마음의 은밀한 어둠 속에 숨어있는
그 빛바랜 추억들
고운 햇살의 떨림에도 불구하고
아름다운 그대에게
가슴 뭉클하게 했던 그리움의 기억
마음의 고요를 알 수 있도록
강물의 강물에
비바람이 불어온다
나뭇잎 한 그루의 꿈도
아름다움이 숨쉬는 언덕
그리움이라는 별빛의 저녁노을처럼
그리움을 찾아가는 너를
눈물이 되어 다시 불러",0.8895270824432373,0.8796709775924683,0.1104729175567627,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
 노을 바다,노을 바다,"그리운 건
노을이 지고 있다
그리움도 다 흘러가는 것 같다
햇살이 따스한 눈물이 되어도
바람결에 잠긴다 했다.
그러나 사랑은 한 가닥 희망으로 남았지.
그냥 떠나온 게 아니라
가슴 속에 있는 그대여,
고독하고 외로움을 달래는 걸까?
사랑은 그렇게 멀어져가고 있을 거야. 나를 향해서
그대를 보내며
나는 그대 곁에 머물러야 한다.
내게 사랑이 있어
그대는 나를 사랑할 수 없어
나를 향한 그리움은 더 이상 존재하지 않는다.
어쩌면 나는 다시 돌아갈지도 모른다.
아무",0.889238715171814,0.8567399978637695,0.11076128482818604,도라지 꽃,휘어진 길모퉁이마다 그리움이 서려 희미한 달빛 아래 홀로 선 그대 모습 사랑의 흔적을 따라 나는 조용히 눈을 감네. 바람에 실려 오는 보랏빛 향기 그대와의 추억이 가슴에 머물러 눈물에 젖은 밤하늘을 바라보며 사랑은 …
당신의 봄,당신의 봄,"꽃이 피어나는 날엔 그 싱그러운 사랑도
아름다운 꽃으로 만져지고 싶어요
봄이 오고 있네
우리 모두 다 아름다운 봄이 되었으면 해요
당신이 내 마음을 헤아린다면
만족의 꽃은 피어날 테니요
꽃잎도 피고 새소리 들으며
달콤한 행복의 계절입니다
우리가 함께하는 이 가을은
행복하고 기쁜 추억이 넘치고 있으니
누구에게나 행복한 시간입니다 만일 당신께서
내 마음 속에 있는 아름다운 사랑도
사랑으로 가득 채워지는 걸로 합시다.
그리고",0.8887090682983398,0.8633232116699219,0.11129093170166016,봄이 올 때,참 좋은 당신이 함께 해서 봄이 올 때 내 마음이 안연 해 집니다. 꽃피는 봄날 당신 때문에 내 마음도 고운 꽃이 피는 시간입니다. 꼼꼼히 헤아려 보지 않아도 참 좋은 당신이 함께 해서 봄이 올 요즘 기쁨 꽃 한 송…
가을 노래,가을 노래,"봄엔 산벚꽃 피는 꽃
봄엔 화창한 들녘이 따스한 향기로 피어나네요
그대 목련빛 고운 햇살 아래
서늘한 밤마다 푸르른 마음 숨쉬는
노을의 향기가 들려오는 곳이면 어디든지 달려오시는
새들의 향기와
초록색의 창밖은
아직도 안개 낀 니까?
그래도 사랑만은 그대 곁에 있습니다.
추억 속의 단풍잎 한 잎, 그리고 추억속의 그 모습도
가을이 오기를 기다려요!
내게 맞는 것은 무엇이든 다들 알고 있잖습니",0.8869587779045105,0.8786865472793579,0.1130412220954895,산수유 꽃,햇볕에 빛나는 노란 꽃잎 사랑의 흔적 따라 나는 길을 걷네. 봄바람에 실려 오는 따스한 향기 지난날의 추억 마음에 남아 흐르는 냇물 물끄러미 바라보며 흘러간 사랑을 생각해보네. 고요한 아침 해맑은 새들의 노래 산수유…
햇살 바람,햇살 바람,"한낮의 열기
햇살에 온다
새벽마다 찬바람에 흩날리는
나뭇잎 떨구며
밤엔 이슬비 내리는
한여름에도 따스하게 빛나는 꽃
빛나는 봄날의 시작을 위해서
꽃 피는 계절이 오면
봄날에 맞춰 넌지시 노래 부르며
가을의 서정은 다시 찾아올 거야
아름다운 이 가을에
그대들은 너에게 좋은 기억으로 남기고 싶어
꿈꾸는 그대는
나를 사랑할 수 있으리라
고운 추억이 있다면
그대는 널 위해서도 아름다운 사람이여
그대",0.8862564563751221,0.8782958984375,0.11374354362487793,잊혀지지 않는 그대,그리움에 지쳐 멍들었던 가슴 지워지지 않는 뒷모습 진달래꽃 피던 날엔 나비처럼 장미꽃 지던 날엔 서럽게 코스모스 한들거리던 계절에 가을빛처럼 다가온 그대여 비가 내리는 날에는 그립고 눈이 내리는 밤이면 보고프고 바람…
푸른 하늘,푸른 하늘,"밤새 별이 빛나는 별들
별은 어둠을 삼키고
이별의 흔적을 남겨두고
눈물의 샘물을 흘려보내는데
바람의 강물은
푸른 물결의 깊은 우물가
노래의 깊이를 더하며
풀잎들의 가슴으로 찾아드는 아침이여
하늘과 땅, 그리고 하늘과 바람과 바람까지.
어둠 속에서 빛나고 있는 순간의 그 시간들을
아름다움의 미소로 그려봅니다
그렇게 아름다운 시간을 보냈으니까요
그리하여 우리를 사랑하고 있습니다
이제야 비로소 마음을 열게 되어
우리도 함께 웃으면서 이",0.880868673324585,0.878089427947998,0.11913132667541504,오직 이슬비 안에 순수의 마음처럼 별빛으로 보아야 알 수 있는 그리움의 통로,별들은 불을 밝히지 않아도 스스로 어두움을 구별할 수 있어 당신이 기도의 두 손을 내밀지 않아도 안타까움이 아닌 그리 홀로 빛나는 마음으로 걸어서 향기의 정원을 소리 없이 지나고 있습니다 향기의 말함 향기의 진동 별…
푸른 꿈,푸른 꿈,"오늘은 봄날이고
맑고 푸르렀던 계절이었어요
달빛과 햇살이 어우러져
그곳을 붉게 물들이는 느낌이었고
밤하늘의 별빛도 그립게
아름다움이 깃든 듯 한
푸른 하늘 위로 피어오르는 달빛이요""
가득한 가슴으로
세상 어느 누구에게도 빼앗기지 않은
가을은 너무나 아름답았습니다
오랜만에 만난 그대여서
봄이 온다는 거예요
그리움은 마음속에 묻어두고 싶지 않아요
새해에는
더 많이 보고 싶은 것만 같아요!
바람이 되어",0.8754642605781555,0.850502610206604,0.12453573942184448,봄은 추억의 계절,훈풍은 살랑살랑 스쳐 지나가고 새들도 지저귀며 나라간다 어느 계절 보다 봄은 피고 지며 수많은 꽃들이 피어났고 예쁜 미소로 반갑게 반겨주는 사랑스러운 마음이 있었다. 환희의 계절 봄이 되면 가슴에 찾아오시는 사랑하는…
바람의 춤,바람의 춤,"바람이 불어오고
바람은 이미 그치는데
바람이 불고 있다
내게 가장 아름다운 소리는
한겨울의 한낮에 부는 바람
얼어붙은 강물의 물길이다
강물이 되고 강이 되는 곳
그저 멈춰진 꿈인가보다
아름다움의 노래들을 들려주고 싶어서
별빛으로 보이는 곳에 가면
오월의 눈망울을 불러주며
그리움을 찾아서
달려오는 꽃들이 되어도
꿈결같이 향기롭게 가네요
사랑하는 당신께서도 같이 해 주세요.
그래서 오늘도 나는 너를",0.875097393989563,0.8720377087593079,0.12490260601043701,아린 봄이 먼저 가버린 곳에,외로움이라는 존재는 안개처럼 자신의 손이 없어 스스로 날개를 입을 수 없는 그 애태움을 바람이 입혀주어야 자신의 모습을 다시 돌아볼 수 있는 그 노래들이 꿈이 되는 날 바람의 언덕을 지나오면 스스로 노을처럼 저녁 하…
아름다운 바다,아름다운 바다,"이 세상 어디에도 없는
아름다움의 아름다움은
순수의 순간에 그 모습을 보여줍니다
사랑을 통해
보이지 않는 아름다움을 찾아서
바람처럼 떠나가 버린 그곳에
이제 꽃이 피기만을 기다려 온
꽃들의 한숨과 함께 꽃향기가 피어날 것입니다.
사랑의 고요함은 언제나 아름다움이며
고결한 미소로
더 아름답게 피어날 수 있도록
꽃잎의 속삭임은 아름답습니다
바르게 하는 것은 결국
마음의 내면에서 향기를 뿜어내는 것입니다-,
그렇게 알찬 꽃을 피우세요.
꽃이",0.8710013628005981,0.859391987323761,0.12899863719940186,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
