prompt,gen_title,gen_body,sim_top1,sim_top5_mean,novelty,nn_title,nn_excerpt
푸른 하늘,푸른 하늘,"푸르던 햇살이 흐드러지게 내리고 있다
노란 꽃이 피어나는 언덕에는 봄의 향연이 펼쳐져 있다.
바람에 흔들리는 강물이
나뭇잎 사이로 피어오르면
천년의 향기가 그윽하게 핀다
그들의 손끝을 밟고 있는
오월의 노래들은
순수의 노래를 들려준다. 가족애와 사랑이 담긴
아름다움이 함께하는 아름다운
가을날의 정취는
이제야 한 알의 풀처럼 익어간다
한 줌의 꽃잎이라도 날려보려는
하나의 바람이 되어
하얀 물결로 물든 고요함이
푸른",0.9075669050216675,0.8935157060623169,0.09243309497833252,이렇게 이슬비 언덕에도,나무들의 고요함 느낌을 서로의 이슬비를 꺼내 아지랑이처럼 모락모락 피어나고 애태움의 그림들이 마음속에 가지고 있는 오랜 기다림을 분홍빛 색연필이 싱그럽게 그려내는 별과 바람이 되어 꽃들의 창가에 고운 새들처럼 속삭이…
달빛 노래,달빛 노래,"눈꽃처럼 피어난 꽃잎에 새하얀 미소를 머금고
이슬비처럼 흔들리는
강물의 향연인
아름다움의 시작을
하늘과 땅 사이 먼 곳까지 와서
그 속에 담긴
나만의 이야기를 담아
달빛을 받아 그리운 날에 보낼 수 있는
고요한 날들
그리움이 기다리는
가을날의 고요함이 되어
초록색의 시간 속에 숨어있는
향기의 순간을 알면
꿈의 시간을 다시 만들어낼 수 있습니다.
이제 아름다운 가을날만 골라서
별들의 노랫말도
사랑하는 당신에게
당",0.8999272584915161,0.8954830169677734,0.10007274150848389,가을이 오기전 별빛의 종소리에 초대받아 은색 울림과,당신의 식탁에 따듯한 차 한 잔 찬바람에 놀란 노래들을 달래주고 이제 별들이 보여주는 책을 읽어야 할 시간이면 당신의 꿈속 변하지 않는 초록색을 찾아와 동화의 끈을 묶어봅니다 이제 신비롭게도 마음의 골목길은 찾아오고…
겨울 파도,겨울 파도,"새해 첫날 밤
어둠의 물결이
기운 가득하고
바람과 파도
소중한 눈송이들의
달빛에 몸을 맡기고
오랜 세월 함께한 나날들
눈을 녹여내는
새벽마다 들리는 새소리....
그때 그대의 가슴속엔
언제나 따뜻한 햇살이 스며들고 있었지!
겨울파도는 가을 바람에 실려서
시들어가는 나뭇잎처럼
봄날을 더 빛나게 하고 싶었나봐요.
가을 바람이 불어오고 있을 때
우리들은 내 가슴에
사랑의 마음을 담은 그리움을 품고 있었지요",0.8961985111236572,0.8742063641548157,0.10380148887634277,겨울 비,"눈 섞인 빗방울이 내 마음을 두드리고, 그 소리에 나는 먼 옛날을 떠올린다. 하얗게 눈물 흘리며 걷던 내 작은 발걸음이 생각난다. 그때 그곳의 겨울은 별처럼 신비한 곳에 있는 듯했고, 하나의 하늘 아래 우리는 서로를…"
푸른 별,푸른 별,"새벽은 밝아오는데
푸른 하늘에 햇살은 더 뜨거워지고
아침이 밝으면 해가 진다.
바람에 실려 날아가는 노란 별들
별빛에서 온 것은
시냇물이 되고
숲이 되듯이 이끼가 되는 순간이 오면
풀잎들이 되어
어둠 속에 있는 잎새들의 고요함과
밤하늘의 이슬비가 되면
다시 꿈이 이루어지도록 하는
고운 밤나무 속삭임
꿈을 깨우는 향기 가득한 향기를
그윽한 숲속에도
달콤한 아침 바람이 불어오고
하얀 눈송이처럼 아름다운",0.8891892433166504,0.8627146482467651,0.11081075668334961,가을이 오기전 별빛의 종소리에 초대받아 은색 울림과,당신의 식탁에 따듯한 차 한 잔 찬바람에 놀란 노래들을 달래주고 이제 별들이 보여주는 책을 읽어야 할 시간이면 당신의 꿈속 변하지 않는 초록색을 찾아와 동화의 끈을 묶어봅니다 이제 신비롭게도 마음의 골목길은 찾아오고…
별빛 하늘,별빛 하늘,"너의 눈물은 언제나 네 마음이다.
너를 사랑했던 그 날도
그대의 마음도 함께 한다
별은 아름다운 것뿐이다
별처럼 빛나는 꿈은 언젠가 이루어질 것이다
별이 내게 보낸 편지
아름다운 세상이라는 말을 되새기게 하는
꿈에 관한 기억들
언젠가는 이루어지리라 약속하는
나뭇잎들의 작은 손길에
마음의 울림이 담겨있는
강물의 언덕에서
바람을 일으키는 꿈을 하나둘씩
노래의 숲속에 심고 있습니다.
그래서 아름다움으로 빛나고 있는
천년의 풍경 속에 담긴
어머니의 따뜻한 마음을",0.8783255815505981,0.8582790493965149,0.12167441844940186,먼 옛날의 오늘의 별처럼 수많은 숲을 가지고 있다 해도,단 하나 새소리와 풀잎들의 피아노소리 고요함의 속삭임이 있는 가을 소리 나뭇잎들의 분홍빛으로 마음 만들기 그렇게 별들의 일상은 당신의 마음의 귀로 들을 수 있는 그루터기 같은 낮아진 기도에서 별들의 빛나는 시간 그리…
햇살 바람,햇살 바람,"겨울바람은 서럽게 다가왔고
어둠에 싸인 그리움으로
그대가 내일 아침 하늘 아래
이제 가을의 전령사 새들의 울음소리 들으며 울린다.
햇살이 주는 찬란함이 가슴을 적시며
우리도 함께 봄을 맞는다.
봄을 맞는 계절, 우리를 기다리고 있을 여름을 맞이한다.
햇살의 바람은 나를 반짝이는 별처럼 감싸주지만
저마다 품은 따뜻한 사랑이
누군가의 사랑이라고 다정하게 말해주진 않는다.
그러나 내가 가진 것만큼 소중한 것은 없다.
내 안의 아름다운 마음을 모두 쏟아부어도",0.8770425319671631,0.8626598119735718,0.12295746803283691,겨울 비,"눈 섞인 빗방울이 내 마음을 두드리고, 그 소리에 나는 먼 옛날을 떠올린다. 하얗게 눈물 흘리며 걷던 내 작은 발걸음이 생각난다. 그때 그곳의 겨울은 별처럼 신비한 곳에 있는 듯했고, 하나의 하늘 아래 우리는 서로를…"
별빛 노래,별빛 노래,"오늘은 아침처럼 하얀 그리움도
어디로 가는지
가슴 설레는 마음은 언제나
별빛이 주는
하얀 기억들 속에 잠긴
오직 별이 되어서
마음속으로 꿈의 노래를 부르는
꿈으로 향하는 길
이미 알 수 없는
사랑의 시간들 속에는
아름다움의 숨결이 있고
사랑하는 마음이 있는 곳
그래서 좋은 곳이네.
하늘에는 달이 있어
푸른 빛이 피어나고
꽃잎들이 날아가는
천년의 시간들은
하나같이 아름다운 곳으로
그렇게 고운 시간에
나뭇잎을 가지고
노을",0.8753031492233276,0.8656937479972839,0.12469685077667236,소리의 성벽,달빛만 비쳐도 반딧불을 보내 연초록의 시간을 실어오고 나비들의 아침이 되어 바라보는 마음의 속삭임들이 들려주는 산책 같은 그리움의 기다림 속에 보이는 그 아름다움의 세계는 밤과 낮이 없고 오직 봄이라는 숲이 있어. …
겨울 하늘,겨울 하늘,"찬바람에 얼어붙어
얼마나 춥게 죽을 지 몰라
아직 눈도 오지 못한
겨울 하늘이 언제 올지 알 수 없는
추위 속에서 내 몸을 녹이듯
내 몸을 적신 얼음의 온기가
겨울 하늘을 힘차게 열리게 하리라
고독을 풀던 바람이
새벽을 여는구나
눈물처럼 흐르는
소낙비 내리는 날에도
그렇게 마음속에는 한 줄기 빛이 서려있는 걸까요!
춥다 못해 추운 봄날엔
그리움이라는 노래를 부르며
푸른 꿈을 꿀 때가 있으리라.",0.8740234375,0.8498417735099792,0.1259765625,겨울 태양,눈 덮인 언덕은 조용히 숨을 쉰다. 겨울 태양 아래 작은 소망으로 꿈틀댄다. 복잡한 도시의 회색빛 거리 인간의 체온마저 유리창에 맺히고 지루한 겨울의 끝을 기다리며 숨죽이지만 태양은 여전히 지붕 위에서 논다. 가슴마…
달빛 춤,달빛 춤,"한낮의 햇살 속으로
오래 숨어 있자
날 수 있는
작은 몸짓이여
그것들 속에
세월을 건너갈라
달빛이 되어 떠나가노라!
눈앞에 펼쳐진
무너진 세상을 바라보며
삶으로 가는 길목엔
바람과 물결뿐인
그리움이 깃든
아름다움의 샘물들을
마음껏 씻어주리
별빛을 가슴에 품고
고요한 날을 위하여.
아직도 이 곳에 서있는
사람들의 마음을 생각하자
하늘은 높고
땅은 낮은
새벽마다 내리는",0.8633066415786743,0.8600777387619019,0.13669335842132568,그리움의 이편과 저편에 남아있는 편지,이내 가슴속에 따듯한 심장을 가진 햇살이 고운임으로 천년을 그린 마음으로 다시 찾아오는 것 그래서 푸른 하늘이 보이는 처절한 어두운 밤으로 새벽을 다시 짓고 다시 세워지기를 노래의 생각 속에 보낸 외로움이 반복하고 …
별빛 춤,별빛 춤,"밤하늘을 수놓는
파란 하늘 아래 서있는
별들의 눈동자 속으로 들어앉는
고요함의 눈물
그렇게 달빛을 받아내는
초록색의 느낌들이
처음 꿈과 감동으로 만들어지지 않는 한
누구나
꿈으로 다가가 볼수 있는
푸른 날의 느낌이 가장 먼저 보여요
아직도
숲이라는 생각의 시작은
어쩌면 지금이 아닌가요
불러야 할 곳이라고
저 멀리서 바라본
시냇물 속에 누워서
무슨 생각을 하며
새벽마다 일어나 별을 바라보는 그날의 모습을,",0.8610045909881592,0.8549832105636597,0.13899540901184082,어느날 바람의 이야기처럼 살며시 눈으로 말하고,그 느낌이 포근하고 아늑하도록 저녁 하늘이 되고 달빛의 그림자가 되어 혼자라는 느낌을 알아가야 하는 기다림 그리움이라는 작은 숲속에도 때로는 새들의 아침 인사가 들려와 이렇게 오랜 창문마다 그려놓은 노을의 붉어진 아…
